service,action,description,access_level,resource_types,condition_keys,dependent_actions,service_action_combined
redshift,ListSavedQueries,Grants permission to list saved queries through the Amazon Redshift console,List,,,,redshift:ListSavedQueries
redshift,ListSchemas,Grants permission to list schemas through the Amazon Redshift console,List,,,,redshift:ListSchemas
redshift,ListTables,Grants permission to list tables through the Amazon Redshift console,List,,,,redshift:ListTables
redshift,ModifyAquaConfiguration,Grants permission to modify the AQUA configuration of a cluster,Write,cluster*,,,redshift:ModifyAquaConfiguration
redshift,ModifyAuthenticationProfile,Grants permission to modify an existing Amazon Redshift authentication profile,Write,,,,redshift:ModifyAuthenticationProfile
redshift,ModifyCluster,Grants permission to modify the settings of a cluster,Write,cluster*,,,redshift:ModifyCluster
redshift,ModifyClusterDbRevision,Grants permission to modify the database revision of a cluster,Write,cluster*,,,redshift:ModifyClusterDbRevision
redshift,ModifyClusterIamRoles,Grants permission to modify the list of AWS Identity and Access Management (IAM) roles that can be used by a cluster to access other AWS services,Permissions management,cluster*,,,redshift:ModifyClusterIamRoles
redshift,ModifyClusterMaintenance,Grants permission to modify the maintenance settings of a cluster,Write,,,,redshift:ModifyClusterMaintenance
redshift,ModifyClusterParameterGroup,Grants permission to modify the parameters of a parameter group,Write,parametergroup*,,,redshift:ModifyClusterParameterGroup
redshift,ModifyClusterSnapshot,Grants permission to modify the settings of a snapshot,Write,snapshot*,,,redshift:ModifyClusterSnapshot
redshift,ModifyClusterSnapshotSchedule,Grants permission to modify a snapshot schedule for a cluster,Write,cluster*,,,redshift:ModifyClusterSnapshotSchedule
redshift,ModifyClusterSubnetGroup,Grants permission to modify a cluster subnet group to include the specified list of VPC subnets,Write,subnetgroup*,,,redshift:ModifyClusterSubnetGroup
redshift,ModifyEndpointAccess,Grants permission to modify a redshift-managed vpc endpoint,Write,,,,redshift:ModifyEndpointAccess
redshift,ModifyEventSubscription,Grants permission to modify an existing Amazon Redshift event notification subscription,Write,eventsubscription*,,,redshift:ModifyEventSubscription
redshift,ModifySavedQuery,Grants permission to modify an existing saved query through the Amazon Redshift console,Write,,,,redshift:ModifySavedQuery
redshift,ModifyScheduledAction,Grants permission to modify an existing Amazon Redshift scheduled action,Write,,,,redshift:ModifyScheduledAction
redshift,ModifySnapshotCopyRetentionPeriod,Grants permission to modify the number of days to retain snapshots in the destination AWS Region after they are copied from the source AWS Region,Write,cluster*,,,redshift:ModifySnapshotCopyRetentionPeriod
redshift,ModifySnapshotSchedule,Grants permission to modify a snapshot schedule,Write,snapshotschedule*,,,redshift:ModifySnapshotSchedule
redshift,ModifyUsageLimit,Grants permission to modify a usage limit,Write,usagelimit*,,,redshift:ModifyUsageLimit
redshift,PauseCluster,Grants permission to pause a cluster,Write,cluster*,,,redshift:PauseCluster
redshift,PurchaseReservedNodeOffering,Grants permission to purchase a reserved node,Write,,,,redshift:PurchaseReservedNodeOffering
redshift,RebootCluster,Grants permission to reboot a cluster,Write,cluster*,,,redshift:RebootCluster
redshift,RejectDataShare,Grants permission to decline a datashare shared from another account,Permissions management,datashare*,,,redshift:RejectDataShare
redshift,ResetClusterParameterGroup,"Grants permission to set one or more parameters of a parameter group to their default values and set the source values of the parameters to ""engine-default""",Write,parametergroup*,,,redshift:ResetClusterParameterGroup
redshift,ResizeCluster,Grants permission to change the size of a cluster,Write,cluster*,,,redshift:ResizeCluster
redshift,RestoreFromClusterSnapshot,Grants permission to create a cluster from a snapshot,Write,cluster*,,,redshift:RestoreFromClusterSnapshot
redshift,RestoreTableFromClusterSnapshot,Grants permission to create a table from a table in an Amazon Redshift cluster snapshot,Write,cluster*,,,redshift:RestoreTableFromClusterSnapshot
redshift,ResumeCluster,Grants permission to resume a cluster,Write,cluster*,,,redshift:ResumeCluster
redshift,RevokeClusterSecurityGroupIngress,Grants permission to revoke an ingress rule in an Amazon Redshift security group for a previously authorized IP range or Amazon EC2 security group,Write,securitygroup*,,,redshift:RevokeClusterSecurityGroupIngress
redshift,RevokeEndpointAccess,Grants permission to revoke access for endpoint related activities for redshift-managed vpc endpoint,Permissions management,,,,redshift:RevokeEndpointAccess
redshift,RevokeSnapshotAccess,Grants permission to revoke access from the specified AWS account to restore a snapshot,Permissions management,snapshot*,,,redshift:RevokeSnapshotAccess
redshift,RotateEncryptionKey,Grants permission to rotate an encryption key for a cluster,Write,cluster*,,,redshift:RotateEncryptionKey
redshift,UpdatePartnerStatus,Grants permission to update the status of a partner integration,Write,,,,redshift:UpdatePartnerStatus
redshift,ViewQueriesFromConsole,Grants permission to view query results through the Amazon Redshift console,List,,,,redshift:ViewQueriesFromConsole
redshift,ViewQueriesInConsole,Grants permission to terminate running queries and loads through the Amazon Redshift console,List,,,,redshift:ViewQueriesInConsole
redshift-data,BatchExecuteStatement,Grants permission to execute multiple queries under a single connection,Write,cluster*,,,redshift-data:BatchExecuteStatement
redshift-data,CancelStatement,Grants permission to cancel a running query,Write,,redshift-data:statement-owner-iam-userid,,redshift-data:CancelStatement
redshift-data,DescribeStatement,Grants permission to retrieve detailed information about a statement execution,Read,,redshift-data:statement-owner-iam-userid,,redshift-data:DescribeStatement
redshift-data,DescribeTable,Grants permission to retrieve metadata about a particular table,Read,cluster*,,,redshift-data:DescribeTable
redshift-data,ExecuteStatement,Grants permission to execute a query,Write,cluster*,,,redshift-data:ExecuteStatement
redshift-data,GetStatementResult,Grants permission to fetch the result of a query,Read,,redshift-data:statement-owner-iam-userid,,redshift-data:GetStatementResult
redshift-data,ListDatabases,Grants permission to list databases for a given cluster,Read,cluster*,,,redshift-data:ListDatabases
redshift-data,ListSchemas,Grants permission to list schemas for a given cluster,Read,cluster*,,,redshift-data:ListSchemas
redshift-data,ListStatements,Grants permission to list queries for a given principal,List,,redshift-data:statement-owner-iam-userid,,redshift-data:ListStatements
redshift-data,ListTables,Grants permission to list tables for a given cluster,List,cluster*,,,redshift-data:ListTables
redshift-serverless,ConvertRecoveryPointToSnapshot,Grants permission to convert a recovery point to a snapshot,Write,recoveryPoint*,,,redshift-serverless:ConvertRecoveryPointToSnapshot
redshift-serverless,CreateEndpointAccess,Grants permission to create an Amazon Redshift Serverless managed VPC endpoint,Write,endpointAccess*,,,redshift-serverless:CreateEndpointAccess
redshift-serverless,CreateNamespace,Grants permission to create an Amazon Redshift Serverless namespace,Write,namespace*,,,redshift-serverless:CreateNamespace
redshift-serverless,CreateSnapshot,Grants permission to create a snapshot of all databases in a namespace,Write,snapshot*,,,redshift-serverless:CreateSnapshot
redshift-serverless,CreateUsageLimit,Grants permission to create a usage limit for a specified Amazon Redshift Serverless usage type,Write,,,,redshift-serverless:CreateUsageLimit
redshift-serverless,CreateWorkgroup,Grants permission to create a workgroup in Amazon Redshift Serverless,Write,workgroup*,,,redshift-serverless:CreateWorkgroup
redshift-serverless,DeleteEndpointAccess,Grants permission to delete an Amazon Redshift Serverless managed VPC endpoint,Write,endpointAccess*,,,redshift-serverless:DeleteEndpointAccess
redshift-serverless,DeleteNamespace,Grants permission to delete a namespace from Amazon Redshift Serverless,Write,namespace*,,,redshift-serverless:DeleteNamespace
redshift-serverless,DeleteResourcePolicy,Grants permission to delete the specified resource policy,Write,,,,redshift-serverless:DeleteResourcePolicy
redshift-serverless,DeleteSnapshot,Grants permission to delete a snapshot from Amazon Redshift Serverless,Write,snapshot*,,,redshift-serverless:DeleteSnapshot
redshift-serverless,DeleteUsageLimit,Grants permission to delete a usage limit from Amazon Redshift Serverless,Write,,,,redshift-serverless:DeleteUsageLimit
redshift-serverless,DeleteWorkgroup,Grants permission to delete a workgroup,Write,workgroup*,,,redshift-serverless:DeleteWorkgroup
redshift-serverless,GetCredentials,Grants permission to get a database user name and temporary password with temporary authorization to log on to Amazon Redshift Serverless,Write,workgroup*,,,redshift-serverless:GetCredentials
redshift-serverless,GetEndpointAccess,Grants permission to create an Amazon Redshift Serverless managed VPC endpoint,Read,endpointAccess*,,,redshift-serverless:GetEndpointAccess
redshift-serverless,GetNamespace,Grants permission to get information about a namespace in Amazon Redshift Serverless,Read,namespace*,,,redshift-serverless:GetNamespace
redshift-serverless,GetRecoveryPoint,Grants permission to get information about a recovery point,Read,recoveryPoint*,,,redshift-serverless:GetRecoveryPoint
redshift-serverless,GetResourcePolicy,Grants permission to get a resource policy,Read,,,,redshift-serverless:GetResourcePolicy
redshift-serverless,GetSnapshot,Grants permission to get information about a specific snapshot,Read,snapshot*,,,redshift-serverless:GetSnapshot
redshift-serverless,GetTableRestoreStatus,Grants permission to get table restore status about a specific snapshot,Read,,,,redshift-serverless:GetTableRestoreStatus
redshift-serverless,GetUsageLimit,Grants permission to get information about a usage limit in Amazon Redshift Serverless,Read,,,,redshift-serverless:GetUsageLimit
redshift-serverless,GetWorkgroup,Grants permission to get information about a specific workgroup,Read,workgroup*,,,redshift-serverless:GetWorkgroup
redshift-serverless,ListEndpointAccess,Grants permission to list EndpointAccess objects and relevant information,List,endpointAccess*,,,redshift-serverless:ListEndpointAccess
